"dataset_id","lon","lat","years","title"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",17.5,57.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",17.5,58.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",17.5,61.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",18.5,57.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",18.5,59.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",18.5,60.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",18.5,62.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",18.5,63.5,3,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",19.5,57.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",19.5,59.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",19.5,63.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",20.5,63.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",21.5,63.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",21.5,64.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",21.5,65.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",22.5,64.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",22.5,65.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"2462ab76-f01f-4c2c-bf00-1cae962f386a",23.5,65.5,4,"SHARK - Marine soft bottom macrozoobenthos monitoring in Sweden since 1971"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",-0.5,59.5,4,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",0.5,56.5,4,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",0.5,57.5,3,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",0.5,59.5,7,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",2.5,59.5,7,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",3.5,56.5,3,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",3.5,57.5,5,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",4.5,59.5,7,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",5.5,59.5,7,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",6.5,56.5,3,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",6.5,57.5,6,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",8.5,58.5,6,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",9.5,58.5,3,"IMR Zooplankton North Sea"
"24b24b44-52ef-4f6a-b9a0-5fa20bfeff49",10.5,59.5,3,"IMR Zooplankton North Sea"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-5.5,51.5,3,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-5.5,54.5,4,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-5.5,57.5,4,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-4.5,50.5,5,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-4.5,51.5,5,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-4.5,54.5,5,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-4.5,55.5,5,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-3.5,50.5,4,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-3.5,54.5,4,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-3.5,55.5,6,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-3.5,56.5,3,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-2.5,50.5,5,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-2.5,55.5,5,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-2.5,56.5,7,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26d36f66-afb3-4b5d-8e17-289e6b11c5fb",-0.5,54.5,3,"2005-Ongoing UK MarLIN Shore Thing timed search results"
"26de959f-8916-43cf-9472-170c28358a8e",16.5,70.5,3,"IMR Macroplankton surveys"
"26de959f-8916-43cf-9472-170c28358a8e",19.5,76.5,3,"IMR Macroplankton surveys"
"26de959f-8916-43cf-9472-170c28358a8e",25.5,75.5,3,"IMR Macroplankton surveys"
"26de959f-8916-43cf-9472-170c28358a8e",27.5,77.5,4,"IMR Macroplankton surveys"
"26de959f-8916-43cf-9472-170c28358a8e",28.5,74.5,4,"IMR Macroplankton surveys"
"26de959f-8916-43cf-9472-170c28358a8e",35.5,75.5,4,"IMR Macroplankton surveys"
"270f3e70-ff9b-411d-b170-2bc914d83f26",-4.5,36.5,3,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",-3.5,35.5,3,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",-3.5,36.5,4,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",-2.5,36.5,4,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",-0.5,37.5,5,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",0.5,38.5,4,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",0.5,40.5,6,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",1.5,41.5,6,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",2.5,39.5,3,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",2.5,41.5,7,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",3.5,39.5,3,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",3.5,41.5,5,"Biological Reference Collections ICM CSIC"
"270f3e70-ff9b-411d-b170-2bc914d83f26",3.5,42.5,4,"Biological Reference Collections ICM CSIC"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",7.5,43.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",8.5,38.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",8.5,39.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",8.5,40.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",8.5,41.5,4,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",8.5,43.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",8.5,44.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",9.5,38.5,4,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",9.5,39.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",9.5,40.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",9.5,41.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",9.5,43.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",9.5,44.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",10.5,38.5,3,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",10.5,40.5,3,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",10.5,42.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",10.5,43.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",10.5,44.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",11.5,36.5,4,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",11.5,42.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,35.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,36.5,5,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,37.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,38.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,39.5,3,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,40.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,41.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,43.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,44.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",12.5,45.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,37.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,38.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,40.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,41.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,42.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,43.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",13.5,45.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",14.5,36.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",14.5,37.5,3,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",14.5,38.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",14.5,40.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",14.5,42.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",14.5,43.5,4,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",15.5,36.5,4,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",15.5,37.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",15.5,38.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",15.5,39.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",15.5,40.5,5,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",15.5,41.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",16.5,38.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",16.5,39.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",16.5,40.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",16.5,41.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",17.5,38.5,5,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",17.5,39.5,6,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",17.5,40.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",17.5,41.5,4,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",18.5,38.5,3,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",18.5,39.5,7,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2988d0f0-e51c-493b-8f6f-9a88a0fb6435",18.5,40.5,8,"Jellyfish Sightings Along the Italian Coastline from 2009 to 2017"
"2a17430f-ec53-44dc-b09b-5a1d252820c0",144.5,-40.5,4,"Queen Victoria Museum and Art Gallery - Marine Invertebrates"
"2a17430f-ec53-44dc-b09b-5a1d252820c0",145.5,-41.5,3,"Queen Victoria Museum and Art Gallery - Marine Invertebrates"
"2a17430f-ec53-44dc-b09b-5a1d252820c0",145.5,-40.5,3,"Queen Victoria Museum and Art Gallery - Marine Invertebrates"
"2a17430f-ec53-44dc-b09b-5a1d252820c0",146.5,-41.5,5,"Queen Victoria Museum and Art Gallery - Marine Invertebrates"
"2a17430f-ec53-44dc-b09b-5a1d252820c0",147.5,-43.5,3,"Queen Victoria Museum and Art Gallery - Marine Invertebrates"
"2a17430f-ec53-44dc-b09b-5a1d252820c0",147.5,-41.5,7,"Queen Victoria Museum and Art Gallery - Marine Invertebrates"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-76.5,36.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-75.5,35.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-75.5,36.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-75.5,37.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-75.5,38.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-74.5,35.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-74.5,36.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-74.5,37.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-74.5,38.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-74.5,39.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-73.5,37.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-73.5,38.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-73.5,39.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-73.5,40.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-72.5,39.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-72.5,40.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-71.5,39.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-71.5,40.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-71.5,41.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-70.5,39.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-70.5,40.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-70.5,41.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-70.5,42.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-70.5,43.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-69.5,39.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-69.5,40.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-69.5,41.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-69.5,42.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-69.5,43.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-68.5,40.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-68.5,41.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-68.5,42.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-68.5,43.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-67.5,40.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-67.5,41.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-67.5,42.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-67.5,43.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-67.5,44.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-66.5,40.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-66.5,41.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-66.5,42.5,3,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-65.5,41.5,4,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335",-65.5,42.5,5,"USGS Patuxent Wildlife Research Center Seabirds Compendium"
"2a93fe93-2fdc-41b3-b36a-5deb261c02db",147.5,-43.5,6,"Zooplankton sampling in the coastal waters of south eastern Tasmania, Australia (2009-2015)"
"2ac6b17f-3b3a-4e0f-b712-3b640bf79147",115.5,-31.5,3,"Marine Microbes from the Rottnest Island National Reference Station (NRS), Western Australia, Australia (2015-2017)"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-178.5,28.5,5,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-177.5,28.5,4,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-176.5,0.5,4,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-175.5,27.5,6,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-174.5,25.5,6,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-174.5,26.5,7,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-173.5,25.5,7,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-173.5,26.5,7,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-171.5,-11.5,4,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-171.5,25.5,3,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-170.5,-14.5,5,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-169.5,-14.5,5,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-169.5,16.5,3,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
"2ae2a2bd-8412-405b-8a9f-b71adc41d4c5",-168.5,-14.5,5,"NOAA Pacific Islands Fisheries Science Center, Ecosystem Sciences Division, National Coral Reef Monitoring Program: Stratified random surveys (StRS) of reef fish in the U.S. Pacific Islands"
